"tweet"
"#BoricPresidente2022 #MuerteAlFacismo #MujeresSomosElCambio #ParaQueNuncaMasEnChile"
"@gabrielboric Habla del acoso weon !!! NO TE HAGAS EL WEON !!!!! Por favor……. @gabrielboric"
"@Marxielo @ProvosteYasna Con q plata??? Si el país está casi quebrado??? Despierte estimado Es serio!"
"Totalmente de acuerdo con usted Sr presidente #BoricPresidente @gabrielboric"
"es con el facismo ,la tirania de pinichet y piñera. DESPIERTEN !POR Favor 🙏 #vamosxboric #BoricPresidente #nuncamasderechaenchile"
"Hipotéticamente hablando, si no hubiera más opciones y estás obligado a votar. Entre @sebastiansichel y @marcoporchile; ¿A cuál candidato le darías tu voto? ¿Por qué?"
"#MeUnoConBoric #BoricPresidente  https://t.co/kXm1vxPdBR"
"#Elecciones2021CL"
"@gabrielboric Si Claro si el papel lo aguanta todo. #BoricNoSeLaPuede"
"¿Así o más claro? #Boric #BoricPresidentedeChile #BoricPresidente2022 #BoricPresidente  https://t.co/On3mIGyhU3"
"@Fa__Israel @PDC_Chile @ProvosteYasna Mira que eris choro. Mientras otro se tira las bolas en cama, doña Yasna trabajó por dar vuelta los votos de Letelier, Pizarro, Rincón, Lagos, Insulza y Montes. En la pasada se trajo de un ala a votar a Sabag en la AC contra Piñera. Pa la otra un cuchillo en la garganta a Goic.  https://t.co/g7mfKHY9SI"
"@pavilar01 @LyaGonzalez1 @gabrielboric @paulanarvaezo @pvodanovic SI TRATAN A UNA CONSTITUYENTE DE ESTA MANERA, COMO TRATARÁN A LOS CIUDADANOS?"
"@lalo_ciudadano @Sebasti45781359 @joseantoniokast 👏👏👍✌✌✌"
"Se lo cago bonito, quedo algo de esa película? @joseantoniokast  genial, gracias presidente!!!!!!"
"Cuando no logras bajar de Providencia, hablas solo del candidato a quien te enfrentarse, levantas una campaña sobre la base de noticias falsas y no conoces el contenido del plan de gobierno que representas.👇 #JovenesPorKast #BoricPresidente  #NoAlcanzoALeer  #Kastmiente"
"@Yio1996pacheco @gabrielboric #ParisiEnDebateAnatel   #ParisiEnDebateAnatel  #ParisiEnDebateAnatel  #ParisiEnDebateAnatel  #ParisiEnDebateAnatel   #ParisiEnDebateAnatel  #ParisiEnDebateAnatel  #ParisiEnDebateAnatel"
"@sudamerica2021 @m_jgs @joseantoniokast  https://t.co/oiUTr0xBsS"
"@lalo1302 @marcoporchile @sebastianpinera Jajajajajaja dice ahí que Vote por él? Solo señaló que dice la constitución cuando se inhabilita un presidente. Has leído la constitución?. Con razón estamos como estamos, si cada cual entiende lo que desea y lo interpreta como quiere."
"@ProvosteYasna @Camara_cl @Senado_Chile Es esperable tu alegría, ya que tú mediocridad apoya todo lo que implique mejorar. Cómo es posible que la enseñanza de nuestros hijos quedé en manos de profesores que son mal evaluados. Tiene que existir una evaluación de desempeño que genere una acción. @joseantoniokast ✌️"
"@markospoh @rafasabat @marcelomena @ProvosteYasna Sigue siendo parte del FA"
"@carolinagoic ACABA DE TERMINAR CON LA CARRERA POLÍTICA DE TODA LA @PDC_Chile   21 de noviembre: no votar por la DC.  El 21 de noviembre la DC muere para siempre.  @ProvosteYasna NO TIENE LIDERAZGO  Vota 1 Boric Vota 1 Vota uno Vota Boric  Apruebo Dignidad"
"Columna de opinión / La Constitución que conquistamos  #Constitución #NuevaConstitución  #LorenaDonaire #Elecciones2021CL  #Distrito6  Más detalles acá:   https://t.co/unQavEUX5p"
"@Deibic8 @joseantoniokast #vota2  https://t.co/3sgkpIS3nB"
"#DebateAnatel #Elecciones2021CL Primer combo bien dado por el candidato del arbolito 🌳 Johannes Kayser no hubiese sido candidato si no fuese por la firma de @joseantoniokast y Alwyn no habría gobernado porque PINOCHET habría continuado en el poder. #AFrenarAKast #KASTigo #Temuco  https://t.co/tpJdhVPg8Y"
"@MoritaXenon @felipekast @gabrielboric Si es así, tu opinión vale nada también!!"
"@Nell_Matta @PamJiles @gabrielboric Quizas q concejos le dio piñera cuando se juntaron o le dijo ""si cierras las afp los empresarios te darán la espalda como lo hicieron con allende"" me imagino yo porque el dijo dio su palabra q en su gobierno cerraba la afp ¿cumple su palabra Si o No q dicen ustedes"
"#AtreveteConKast #KastPresidente #AtrevetePorKast #AtrevetePorChile #Atrevi2 #DebateChvCnn  Grande Nuestro Presidente JAK !💪💪💪💪✌️✌️✌️✌️✌️"
"@tv_monica @gabrielboric  https://t.co/ovmls6wut8"
"@Mirkomacuca @joseantoniokast @carreragonzalo Si, y los pillaron en pelotas haciendo cucharitas"
"@hertzvillegas @pablocorreamart @joseantoniokast @PRChile Están pegados en la política de partidos de los 90"
"@CNNChile @gabrielboric si haces ese tipo de declaración le das validez a #cadem y para eso están los medios que lo ven como referente. #Cadem está hecho para hacer caer solo gente ignorante.  https://t.co/eNHO4mZu0t"
"@MaraEugeniaAray @pelao_memo @gabrielboric 👏🏼👏🏼👏🏼"
"@CARLOSC64059693 @Carmeladpotrero @JusticiayRespe @virnyah @gabrielboric Te he preguntado en varios tweet cual es el candidato que debemos votar y no respondes"
"@latercera LOS MEDIOS NOTICIOSOS DEBIESEN SER IMPARCIALES, NO DIERON LA MISMA COBERTURA CUANDO @gabrielboric FUE A REUNIRSE CON TERRORISTAS."
"@defensachilena @joseantoniokast No entiendo a esta loca, sichel le paga para hacerle campaña desde el fanatismo?"
"@CarolAlvo @gabrielboric y con acusaciones de abuso  y violencia, si se necesita gabriel"
"@Rodrigo161277 @joseantoniokast @gabrielboric @ComandoBoric @Minrel_Chile @ONU_es @OEA_oficial"
"@buenshampoo @piopiochile @PiensaPrensa @InterferenciaCL @patriciatraik @marcellapv @vagoilustrado @TejevientosFilm @FranGacitua2 @rvfradiopopular @Licomita @megamentirascl @Elmerculo_cl @Shilevision_CL @La1delpueblo @UPLaRadio @radiousach @primeralineapr @Chileokulto @Chile_Alerta @RNewen1 @Valeria2728 @Grupo3DMusic @central_cbla @munichue @RadioKurruf @UNAPEC @ChileAlertaApp @AiepAntofa @uandresbello @CFLChile @AFeministaChile @Coord_8marzo @coordinadora8mh @HARTASMujeres @redofem @PiensaPrensa @TVM_cl @ADM_CuentaChile @ElMerculo_cl @piopiochile @megamentirascl @delhocicon @LaListaPueblo @EstallidoTw @MSConstituyente @teleSURtv @nytimeses @bbcmundo @PrensaLatina_cu #Chile #DebateAnatel2021 #DebatePresidencial2021 #Elecciones2021CL #EleccionesChile2021"
"@joseantoniokast @gabrielboric es un camaleón político, cambia de color según quien le aconseje, él no está preparado para ser presidente ni siquiera de junta de vecinos, es un personaje muy poco consecuente,se podría decir un mentiroso, pero dejemoslo en poco consecuente, para no cagarlo tanto."
"@pepe_auth @sebastiansichel @joseantoniokast @ProvosteYasna CADEM TAN POCO CONFIABLE COMO SERVEL"
"@_alvaromunoz @gabrielboric @los_boris"
"Yo sé que el voto oculto no es un mito. Soy 1/2 bruja si bien muchos académicos amarillean en Twitter, varios van a votar por Kast. #Elecciones2021CL"
"En #Castro  se puede ? Claro que #SePuede  #SichelPresidente @sebastiansichel  https://t.co/KUbgRuxt0j"
"@Cuchi42339727 @PazC51284673 @ximerincon @ProvosteYasna Algunos Senadores no tienen la menor idea de la realidad de los Pensionados por Rentas Vitalicias y demuestran nada de empatía con los adultos mayores, y la empatía sólo va a las compañías de seguro, HASTA CUANDO! NOS DESPRESIAN! NECESITAMOS el SEGUNDO RETIRO"
"@pelaorodrigorc @sebastianpinera @jaimebellolio Ánimo @pelaorodrigorc la batalla termina cuando termina! 💪💪#boricpresidente"
"@drigomora @gabrielboric La derecha es Pedófilia si no mire a Karadima o Colonia Dignidad   El mismo Jaime Guzman.  Kaiser es un Repúblicano capas de entregar a su hija"
"@ilveten @Ese_Brugnoli @gabrielboric Naaaaaa. Calidad noma."
"@laisasincorrea @sebastiansichel La sorpresa es que no sacará ni el voto de Desbordes 🤭"
"@MaCarolik @Kacerolero @gabrielboric @sergioramirezm @DoraMTellez Ay si po lenda! Y tu con la 🍐"
"como nunca voy con la convicción al 100000000% a votar, tengo la certeza que serás nuestro presidente y la esperanza que #BoricEnPrimeraVuelta  #MeUnoConBoric 🌳🧔🏻🌳 #BoricPresidente2022"
"@Rodrigo24085362 @joseantoniokast Ay si son tan pacíficos"
"@pambuhl @batipatox @gabrielboric @RenatoGarinG Espero puedas aprender a escribir para poder entenderte"
"@pabloguineza @Parisi_oficial Con ese comentario queda claro que no te dieron leche materna."
"@BarbaraFuenttes @ClaudiaPizarro @difamadores @gabrielboric El oyó lo tiene grande"
"@ManuelH73750217 @Curacana @Marlene20202 @monicagdepil @joseantoniokast En Chile si te haces rico en base a esfuerzo te tildan se mafioso, si es por herencia te tildan de flojo, al final seas quién seas gente como siempre intentará tildar de alguna forma la procedencia de sus dineros"
"Muy bien @gabrielboric en #ElCandidato ! Dejando claras las prioridades del futuro Gobierno de #AprueboDignidad y no cayendo en las provocaciones. Un Gobierno del pueblo, de las Pymes, verde, antineoliberal y de Justicia.  Y por sobre todo: Con propuestas!"
"Partiendo el cierre de campaña del próximo presidente de Chile 🇨🇱🇨🇱🇨🇱 @joseantoniokast #AtreveteConKast #AtreviDOSporKast  https://t.co/U7bqWGFfOP"
"@IndependienteTi @jeaspace1 @ProvosteYasna Eso benefició a Kast porque dejaron fuera a Pinochet."
"@marcoporchile @gabrielboric @ProvosteYasna Jajaja Jajaja 😂    eso  le  conviene   solo  a  él.   Es  muy  zorro. Sabe  que  después de  estas  elecciones,  esta   destinado  a  desaparecer  hasta  4  años  más.    Poco cotizado.  Trata  a  @gabrielboric   cantinflero .etc..🔪.   y  ahora  los   quiere  usar. 🙈🙊🙈 🤣🤣"
"¿Cuál de estas dos ""feministas"" miente ? Camila Schneider o Camila Vallejo? #chile #BoricAcosador #BoricPresidente  #ACOSOESABUSO  https://t.co/mGaCH0pEbd"
"@marcross_m @israelisaacUC @patriotaa2011 @claudialoretole @MGottreux @gabrielboric JAJAJAJA POR FAVOR! Qué ignorancia más grande! El presidente era NUEVITO, y lo mataron por oponerse a la fundación Clinton y denunciar los abusos de la ONU. Por favor. Eso es RE SABIDO."
"@mechitasdeclavo Llevo 10 por @joseantoniokast los convencí a los pajeros 😎"
"@EconomistaFlait @gabrielboric Lo dijiste, la Izkia en el Interior. En el interior de las casas nos va a tener con el sendo cortocircuito que se van a mandar."
"@luslus21 @AdaLove25706090 @gabrielboric 🤷"
"@jukparra @andrea_vanr @joseantoniokast @florenciaMNas @macarenasoledad @gloria_patriota @elecciones_epch @antipacman @PatriaChileKast ¿Y ese familiar tuyo sabe que tiene a un integrante de la familia que a pesar que la pasó como las pelotas por 20 años encuentra injusto que gane lo que sacó de jubilación?...porque es fácil vivir parasitando. Ahora cuando te subas a su taxi, págale el pasaje al menos."
"@maca_santelices @joseantoniokast @EquipoKast Muy bien!!!!"
"@GiorgioJackson @joseantoniokast Se encerraron a violentistas y terroristas!!!"
"No quiero estar en tus pantalones mechero en marzo, no te quiere la izquierda menos los republicanos,  solos los amarillos de la derecha que te apoyaron para que salgas.! Cuando te encienden el país  y le pidas ayuda a moya.! @gabrielboric @ruizvial @Francis25830521  https://t.co/OLYfHbzP9C"
"@eldrone3 @KarolCariola @gabrielboric Y no lo ha negado nunca 🙄"
"@CNNChile Porq se excusa, los parlamentarios aprobaron los retiros universales y sin excepción. @ProvosteYasna critica los retiros que ella misma aprobó , paren de ser tan hipócritas, estoy segura que parlamentarios también han hecho retiros."
"@candrews_cl @sebastiansichel @joseantoniokast 🤭🤭creo que ya le está pegando con el codo🤭"
"@chrissavend @Parisi_oficial @robertoavilatol Parisi cuando habla de izquierda y de derecha hace alusión a los partidos. Todos tenemos alguna tendencia a algo."
"Queda en evidencia que los datos sustentan el relato, ""El socialismo ha llevado a la ruina a Argentina"", para los ingenuos que creen que el socialismo es la solución para los páises, sólo @joseantoniokast nos salva"
"Como se equivocan al no juzgar a Piñera? #acusacionconstitucionalaPiñera #RenunciaKast #ApruebodeSalida #CuartoRetiro10xCiento #BoricPresidente #LaConvencionSeDefiende #EEUUDictaduraGlobal?"
"El republic ano dice:  quedaremos sin policía, Eduardo Vergara aclara que (desigualdad en todo) ""muchos carabinero de a pie lo hacen bien"". Yo agrego Pero sabemos q los grandes ladrones están en la oficialidad de mas alto rango, Lenguaje claro  #BoricPresidente  #TodosConBoric"
"@solebacarreza @sebastiansichel Siiii por supuesto. Trate de encontrarse porque anda bastante perdida. Ni como mal menor."
"@frenteampliodat @MinagriCL @gabrielboric al lonco Pascual Pichún lo encarcelaron por ""amenaza terrorista"", no sea leso o lesa, lea, entienda el contexto y no pase vergüenzas."
"@ramaderamon @dr_kuane @gabrielboric No falta el resentido aweonao  https://t.co/Iz9i4jSYp4"
"@jreyci @gabrielboric Sin duda. Y yo no descarto para nada que aunque la mayoría hayan sido manifestantes sinceramente convencidos de su posición. Los primeros gritos hayan salido de uno de los muchos y permanentes sapos que por defecto se integran a las marchas. Incitan y se corren. Los conozco bien."
"@rafaelgumucioa @sebastiansichel Misma impresión por acá"
"@elmostrador @joseantoniokast Porque tanto empeno en hacer pelear a sichel con kast.   Yo he escuchado a.sichel y es mucho mas duro con boric - provoste - parisi.    Me suena a maniobra"
"5 medidas de Yasna Provoste (@ProvosteYasna) para las familia chilenas. Vota 3 #AhoraYasna 👇  https://t.co/Ik26HTVWG3"
"@DresTrumpi @marcoporchile @gabrielboric @ProvosteYasna @joseantoniokast MEO es huevón al cubo!"
"@change569 @mmlagoscc @joseantoniokast Buen punto!!!! 👏🏻 Ahora somos personas, para el apoyo somos bots 😒"
"Algunos nos quieren hacer creer que en política todo vale, y no! No todo vale. Con la misma convicción del día 1, vamos por un país con más y mejores emprendimientos!! #SichelConTodo  #SichelPresidente  https://t.co/XibdUL72Y4"
"@Lamonica_L @gabrielboric Tienes una alerta? O cómo pasa eso?"
"@luismunozvicuna @Paulina22231500 @Parisi_oficial @sebastiansichel No gracias  https://t.co/15vK4NZ51p"
"@juanjr0_ @Natalia31097645 @gabriel980_0 @Robertoeddy @dw_espanol @gabrielboric Aquí el extremista Boric usando un papel bond y un lápiz que pueden destruir la Tierra.  https://t.co/RdG1AP14Jg"
"@joseantoniokast Excelente  !!!! Te pasaste JAK!!  #AtreveteConKast  #AtrevetePorKast  #AtrevetePorChile"
"@PamJiles @ClementePerezE Ya fuiste Sichel y jamas prendiste"
"Que le pasa @sebastiansichel ? Se siente perdedor? Usted es un aparecido sin principios ni ideas.... Solo @sebastianpinera lo supera en ambigüedad...."
"Somos TT  #VamosXBoric @gabrielboric  ✊🌳 #VamosXBoric  MI PUEBLO CHILENO FALTA POCO PARA QUE TENGAMOS UN MEJOR CHILE 😄😄😀"
"Pude q hoy haga mucho calor. Pero me tiene más #caliente que no haya locomoción en las poblaciones y el @GobiernodeChile se siga haciendo el desentendido.  No imaginé que llegarían a tanto.☝  #BoricPresidente"
"@danieljadue @gabrielboric Podría decirme qué piensa de Artés? Me es imposible confiar en Boric. Lo intento, pero lo veo y oigo y sólo veo otro concertacionista."
"@r_j4r4 @gonzalowinter @sebastiansichel Sus ""negocios"" perjudican a todos los q no formamos parte d ""grupito"""
"@CrisMolina190 @manti2947 @joseantoniokast No te he atacado, estas un poco sensible!!! Tranquilo todo va a estar bien 👍🏻✌"
"Sichel n debate tenía subrayado con destacador, si recién estaba oyendo la pregunta junto a @joseantoniokast como destacaba tan rápido y sacaba las imágenes en  orden correspondiente ? No ví un destacador aparte de las láminas  #SichelHizoTrampa"
"@gabrielboric cómo sigue?"
"@Panchonimo @change569 @sebastiansichel @joseantoniokast Parece que si, hay gente tan cerrada de mollera que no entiende nada, no tienen ni 2 dedos de frente, tienen toda al información a manos, sin embargo, creen ciegamente en estos engañadores"
"@ElAparecido3 @desbordes @joseantoniokast Ahora estas las vivencias de cada cual son mentira, tropa de enfermos, haganse ver."
"@ProvosteYasna ""Comuneros mapuches"", que simpática forma de llamar a  los criminales."
"@Florencilla53 @gabrielboric @GiorgioJackson Una basur@ de ser humano y bien drogado que estaba . Mensaje para #Boric #BoricEsComunista  #ComunismoOLibertad  https://t.co/MFB4RaoVis"
"Sin olvidar que primero está votar 🖕🖕🖕🖕.....y convencer ....... #BoricPresidente2022  https://t.co/vcWmQBt05w"
"@joseantoniokast Utilizan todas las ""causas valoricas"" para sacar rédito político. Aún espero la condena a los ataques terroristas que han sufrido mapuches; la condena a la violencia que sufren mujeres y homosexuales por pensar distinto. Solo buscan instalar el socialismo. Por eso y más voto 2."
"@gabrielboric Test de drogas para toda autoridad pública."
"@Mister_Wolf_0 @rsalvop @ProvosteYasna Jajajajaja"
"@EdoSalasCerda @Cooperativa @joseantoniokast Se refiere al comunismo cierto?"
"@CatherineZamor2 @Gnussy161 @andres_nicolass @noleaesto @TryAnon7 @ProvosteYasna Si. ¿Y qué tiene que ver Yasna Provoste conmigo? No me venga a decir que es comunista o de izquierda (y si lo dice espero que sea en broma 😄)"
"@Empanada74 @joseantoniokast Opiniones callamperas y la tuya . Por qué los republicanos son tan ignorante?"
"@jarrate @artes_oficial ✊🏼"
"Excelente propuesta de @joseantoniokast, hay personas que estudian  3, 4 años y se tienen que retirar muchas veces por fuerza mayor,  y se van sin siquiera obtener un reconocimiento técnico x los años estudiados! Aplausos 👏🏼👏🏼👏🏼 Me encanta.  #EsLaHoraDeKast #CandidatoLlegoTuHora"
"@ProgramaATD @every_caro @cotecumplido @gabrielboric @Claupascualgrau Muchas gracias!"
"Si están viendo el programa culiao malo de #Parisi van a darse cuenta que están con la media pera por lo del allanamiento Esperen q se sepa lo de ceder el reembolso...  #Elecciones2021CL SERVEL @ElTioMamo @Censelio @Mister_Wolf_0 #VOYXPARISI #BoricPresidente2022 #NuncaMasDerecha"
"@klaudita37 @sebastiansichel Jajajajajajajjaj👏🏻👏🏻👏🏻👏🏻"
"@leticitaaraya2 @ClCastilloH @PamJiles @gabrielboric Señorita o señora,,,no me importa!! Creo q presentar personas en twitter para q sean expuestas así ,,es de alguien q no lo aprecia,,,,sabemos q a estas alturas ya esta listo el equipo,espero q la sra pamela vea quien le hackeo su cta.caso cerrado"
"@gabrielboric Y la escena de locales, autos y casas quemadas en octubre de 2019 no? #carerraja"
"@felipeluengo85 @EduardoMuozGut3 @joseantoniokast Jajajajja ese zesgo e idiotes que representas es un manjar XD votas por kast pero no sabes lo básico de una CC ni una reforma como esa? Jajajajjajajajaja patético"
"@KarolCariola @gabrielboric Tu paraíso  https://t.co/bGDQQmrp7n"
"@berfontaine @sebastiansichel No sabía que se dedicaba al humor también🤔🤣😂🤣😂  https://t.co/BlRlAVT2xJ"
"@gene_llerena Escuchaste a Mirko Macari? @ProvosteYasna la novia de Chucky."
"@brigadachacon @electronic4s @ProvosteYasna @ADignidadCL @gabrielboric @PCCHILE2 @mbachelet @PCdeChile ... con la concertación las elecciones municipales del 2008 que permitió por ejemplo que Cluadina Nuñez fuera electa Alcaldesa de Pedro Aguirre Cerda."
"No lo haremos presidente y así como Ud lo pidió , seremos críticos cuando haya tomado una decisión que no nos parezca ! Lo elegimos para ser el mejor no para dejarse llevar por partidismos , queremos una política franca y fresca!! @gabrielboric"
"@fragolabianca_ @Parisi_oficial Bajo nivel cognitivo por aqui 😂"
"@monicazalaquett 💩💩💩 TODA LA DERECHA Y TODA LA IZQUIERDA YA SON 10 AÑOS QUE SE VULBERAN A MILLONES DE MUJERES Y NIÑOS Y CON ESTO LO VAN A SOLUCIONAR. 🤡🤡🤡🤡🤡🤡  #ParisiPresidente2022 @Parisi_oficial  @ChilePdg  @pdg_rm2  @live_pdg  @MdgSegunda"
"Queda una semana!!!💛👏 #SichelPresidente"
"[#PLAZADIGNIDAD] “No he visto a nadie que se le detenga por sacarse una foto en el espacio público”, @RodrigoDelgadoM, ministro del Interior, se refiere a la intervención de @sebastiansichel en Plaza Dignidad. (Fuente @mediabanco)  https://t.co/U8ZPcSlzAI"
"Vota Apruebo Dignidad!!! #BoricPresidente 🌳 #BoricPresidente2022 🌳 #CongresoAprueboDignidad  https://t.co/XRipQLP2K6"
"@marcoporchile Le pediré a Karen que te quite tu mesada cafiche"
"@LaBrujitaBuena_ @aro_rojas @ALEXISCANYUMIL @unica_verito @D43848690Diaz @ChilenaDeCora11 @AlejandroMery1 @Cat_ta @elenmanuel @AndreaPeaceCL @Jeka56678577 @SailydeAmarillo @JBarrazaB @KconejerosKcc @lizzyasecas @GonureL @YsYeya @gene_llerena @aetoscl @Sandrarancibia @dante_azul @Vickychillan @joseantoniokast @Comecomunistas @MariaMa04509726 @valyta_e @MONI_USA2504 @PELUSA31573497 @movibel @TauOmega3 @KarenLo63366009 @IsaRo3012 @yuyidederecha @rehina2017 @aledelsur2021 @sololasol @Piri_Iriarte @valepizzas @catitalinda2761 @E1Put0M0no @El77735558836 @espart70 @RodrigoMC8090 Feliz día para todos! Muy buena señal que se vea tanta gente votando. Así lo vi yo también. 🙏"
"@joseantoniokast En que programa de tv te vemos hoy???"
"@carolaurrejola @T13 Las encuestas mienten, tanto para bien, como para mal  No hay que confiarse y el llamado es ir a votar o si o si.  La peor carrera es la que se da por ganada antes que finalice.  @gabrielboric"
"@Claudio44360371 @EstelitaEstelar @mcubillossigall @sebastiansichel Pareja de Macarena Pizarro, es hermano de Sichel. No me extrañaría que conociera las preguntas antes del programa."
"@estay_rodrigo @atenty1 Si el Presidente Gabriel Boric,  no ordena a su gente, no dura dos años. No sé dónde tienen conectado el cerebro,  la piensan y la ca.... @gabrielboric ordena a tu gente. Ellos te joderan la fiesta."
"@gabrielboric Chile necesita menos Estado y más libertad, menos corruptos y más honestos, menos violadores abusadores, y más gente de bien....está claro que no te incluyen..."
"@gabrielboric veo que sus opiniones van en contra de la indeoendencia de los poderes del estado... ¿usted garantiza la independencia en su gobierno?  https://t.co/EbT1xaET6N"
"@GCNFR @joseantoniokast @Patrici86340489 Con férrea fiscalización de los recursos Pie. Hoy los sostenedores desvían recursos para otras cosas que no son las imprescindibles en los colegios"
"La amenaza que significa el fascismo...convoca a la unidad del PUEBLO.  #GabrielNosUne #AvencerEnSegundaVuelta  #ConBoricHastaLaVictoriaFinal  #BoricPresidente"
"@ComandoBoric @gabrielboric MENTIROSO!!! Con mayoría en el parlamento y no hacen nada?? Es porque es MENTIRA!!"
"@_jjarag_ @CristinUrza1 @gabrielboric @elliberocl ????????????????????? Es que en serio me sorprenden.. La solicitud nace de la misma víctima, y son ustedes quienes no son capaces de comprender esa simple solicitud. Que asco me dan"
"@ProvosteYasna Haaaa, te dio un ataque de locura sistematica sin control. ¡ Cuidado con la presión !  acuerdate que la última véz que te dio la palida, te pusiste azul y morado, ojo ahí."
"@Manuaxis @gabrielboric @joseantoniokast @Cototudo2 Voté sí en 1980 y sí en 1988."
"@Alejandr082 @joseantoniokast Así es"
"@LetelierJorge @meferreiral77 @Parisi_oficial Jajajaj en el mindo privado del banco talca 🤡🤡"
"#BoricPresidente #BoricNosUne  #vamosxboric  #RutaEsperanzaxBoric  A cambiar Chile !!!🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳"
"@desbordes Siempre se puede ser más miserable paco maldito, tratas de usar la muerte de tu ídola para enlodar la campaña de #BoricPresidentedeChile. Hay que ser muy bajo e inmoral para usar la muerte de alguien que idolatras para perjudicar al contrario. Más votamos por #BoricPresidente"
"@estebanarasi @ComandoBoric @gabrielboric @MESA_CCyT Gracias amigo por difundirla. Por el agua y el medio ambiente #BoricPresidente 🌳💪"
"@seba00000 @TioFonti @joseantoniokast  https://t.co/JJ1TDw5rIK"
"@pepe_auth @joseantoniokast Don Pepe, JAK se refería específicamente a 1989, se refería a que Pinochet entregó el poder en forma democrática"
"@gene_llerena Así con el líder con el cual se llenaban la mente varios conocidos que son progres, hasta que se dieron cuenta que no quieren pasar hambre y totalitarismo. Votarán por @joseantoniokast y por los candidatos Republicanos al Parlamento #KastPresidente2022"
"@joseantoniokast Así emboscan a nuestros carabineros, esto no lo mostrarán los medios  https://t.co/Om0JKS8mpO"
"@sebastiansichel Córtela con JAK, su adversario político es BORIC, porque BORIC ES EL CANDIDATO DEL PARTIDO COMUNISTA."
